-0.957336426	-0.000157837
-0.958862305	-0.000148682
-0.962524414	-0.000144745
-0.964660645	-0.000141083
-0.966796875	-0.000139008
-0.969848633	-0.000136902
-0.972290039	-0.000137329
-0.974731445	-0.000133484
-0.9765625	-0.00013443
-0.979003906	-0.000134674
-0.981750488	-0.000132263
-0.983886719	-0.000133423
-0.986022949	-0.000132599
-0.988769531	-0.000133484
-0.991516113	-0.00013324
-0.993652344	-0.000134155
-0.996704102	-0.000135498
-0.999755859	-0.000136444
-1.00189209	-0.000136536
-1.004333496	-0.000138641
-1.005859375	-0.000139526
-1.008911133	-0.000142548
-1.011352539	-0.000146332
-1.014404297	-0.000146729
-1.015625	-0.000152496
-1.018066406	-0.000155273
-1.021118164	-0.000162567
-1.023864746	-0.000170288
-1.025695801	-0.000175629
-1.028137207	-0.000186188
-1.030578613	-0.000197205
-1.032409668	-0.000205688
-1.03515625	-0.000221344
-1.03729248	-0.000235077
-1.040649414	-0.000254913
-1.042785645	-0.000279694
-1.044921875	-0.000299377
-1.047363281	-0.000330963
-1.049499512	-0.000356964
-1.052246094	-0.00039975
-1.0546875	-0.000438416
-1.057739258	-0.000490784
-1.06048584	-0.000535431
-1.06262207	-0.000605469
-1.064147949	-0.000671692
-1.067504883	-0.000727844
-1.069030762	-0.000823364
-1.072387695	-0.000908508
-1.074829102	-0.000968323
-1.076660156	-0.001071472
-1.079101563	-0.001141052
-1.08215332	-0.001227112
-1.084289551	-0.001349182
-1.086730957	-0.00142395
-1.088867188	-0.001531982
-1.09161377	-0.001643066
-1.09375	-0.001665039
-1.096496582	-0.001835327
-1.098632813	-0.00188385
-1.100769043	-0.0020224
-1.103820801	-0.00210907
-1.105957031	-0.002185669
-1.108703613	-0.002345886
-1.110534668	-0.00236908
-1.11328125	-0.002462769
-1.115722656	-0.00263916
-1.118469238	-0.00277771
-1.120910645	-0.002784424
-1.123352051	-0.002956238
-1.126098633	-0.003109741
-1.128540039	-0.003200073
-1.130981445	-0.003222961
-1.133117676	-0.003389893
-1.135559082	-0.00348938
-1.138305664	-0.003619995
-1.140136719	-0.003768921
-1.142272949	-0.003757935
-1.144714355	-0.003983459
-1.147766113	-0.004117737
-1.149902344	-0.004143677
-1.15234375	-0.004189453
-1.155395508	-0.004348145
-1.157836914	-0.004519043
-1.160888672	-0.004655762
-1.162414551	-0.004807739
-1.165161133	-0.004779358
-1.167297363	-0.004983215
-1.170043945	-0.005055237
-1.172485352	-0.00524231
-1.174316406	-0.005396729
-1.176757813	-0.005534668
-1.17980957	-0.005567932
-1.181945801	-0.005559082
-1.184387207	-0.00582428
-1.186828613	-0.006001587
-1.189575195	-0.006137085
-1.19140625	-0.006262207
-1.194152832	-0.00642395
-1.196289063	-0.006576538
-1.198730469	-0.006665039
-1.201477051	-0.006790161
-1.203613281	-0.006774902
-1.206665039	-0.007070923
-1.20880127	-0.007098389
-1.211547852	-0.007180786
-1.213989258	-0.007199097
-1.216430664	-0.00736084
-1.218566895	-0.007559204
-1.221313477	-0.007629395
-1.223754883	-0.007928467
-1.225891113	-0.007998657
-1.228942871	-0.008139038
-1.23046875	-0.008334351
-1.233215332	-0.008480835
-1.235656738	-0.008618164
-1.237792969	-0.008679199
-1.240539551	-0.008770752
-1.242980957	-0.008981323
-1.245727539	-0.009213257
-1.248168945	-0.009381104
-1.250305176	-0.00953064
-1.252746582	-0.009564209
-1.254882813	-0.009527588
-1.258239746	-0.009512329
-1.260070801	-0.009622192
-1.262512207	-0.00975647
-1.264648438	-0.01000061
-1.26739502	-0.010299683
-1.270141602	-0.010302734
-1.272277832	-0.010760498
-1.274719238	-0.010873413
-1.276855469	-0.010977173
-1.279907227	-0.011019897
-1.281433105	-0.010888672
-1.284790039	-0.011425781
-1.28692627	-0.011590576
-1.288757324	-0.011639404
-1.292114258	-0.01161499
-1.29486084	-0.011938477
-1.296691895	-0.012258911
-1.299743652	-0.012130737
-1.301574707	-0.011962891
-1.303710938	-0.012716675
-1.306152344	-0.012652588
-1.309509277	-0.012319946
-1.311035156	-0.012957764
-1.31439209	-0.013305664
-1.31652832	-0.01322937
-1.318359375	-0.012969971
-1.321105957	-0.013729858
-1.324157715	-0.013879395
-1.326293945	-0.013522339
-1.328735352	-0.014163208
-1.330871582	-0.014117432
-1.33392334	-0.014199829
-1.33605957	-0.014538574
-1.338195801	-0.014205933
-1.340942383	-0.014852905
-1.343688965	-0.014944458
-1.34552002	-0.014764404
-1.348876953	-0.014675903
-1.350402832	-0.015472412
-1.352539063	-0.015338135
-1.355895996	-0.015875244
-1.357421875	-0.015063477
-1.360168457	-0.016174316
-1.362609863	-0.01635437
-1.364746094	-0.016744995
-1.368103027	-0.016876221
-1.370239258	-0.01697998
-1.373291016	-0.017114258
-1.375427246	-0.01723938
-1.377258301	-0.017382813
-1.380310059	-0.017492676
-1.382751465	-0.017605591
-1.384887695	-0.017718506
-1.387939453	-0.017858887
-1.389770508	-0.018002319
-1.391906738	-0.018112183
-1.39465332	-0.018276978
-1.396789551	-0.018395996
-1.399841309	-0.018548584
-1.401977539	-0.018670654
