WE(1).Current (A)	WE(1).Potential (V)
-0.01590576171875	-1.27349853515625
-0.0161834716796875	-1.2762451171875
-0.01649169921875	-1.27838134765625
-0.0167877197265625	-1.28082275390625
-0.0169586181640625	-1.2835693359375
-0.01724853515625	-1.28570556640625
-0.0174041748046875	-1.28814697265625
-0.0177490234375	-1.2908935546875
-0.0179718017578125	-1.2933349609375
-0.018243408203125	-1.295166015625
-0.0184112548828125	-1.2982177734375
-0.018756103515625	-1.30035400390625
-0.0190673828125	-1.3031005859375
-0.0193634033203125	-1.3055419921875
-0.0196380615234375	-1.30828857421875
-0.0197845458984375	-1.31011962890625
-0.02008056640625	-1.3128662109375
-0.020452880859375	-1.3153076171875
-0.0205718994140625	-1.3177490234375
-0.020880126953125	-1.3201904296875
-0.0210540771484375	-1.3226318359375
-0.0215240478515625	-1.32476806640625
-0.02164306640625	-1.32720947265625
-0.02191162109375	-1.32965087890625
-0.0223052978515625	-1.33209228515625
-0.0225677490234375	-1.33453369140625
-0.0227783203125	-1.33697509765625
-0.023065185546875	-1.3397216796875
-0.0233795166015625	-1.34185791015625
-0.0237030029296875	-1.34490966796875
-0.0238037109375	-1.3470458984375
-0.0242095947265625	-1.34979248046875
-0.0243194580078125	-1.35162353515625
-0.02464599609375	-1.3543701171875
-0.0249786376953125	-1.3568115234375
-0.0253692626953125	-1.35955810546875
-0.025518798828125	-1.3616943359375
-0.025909423828125	-1.36383056640625
-0.025982666015625	-1.36627197265625
-0.026409912109375	-1.3690185546875
-0.0267303466796875	-1.3714599609375
-0.0269744873046875	-1.3739013671875
-0.027203369140625	-1.37603759765625
-0.027618408203125	-1.37908935546875
-0.0279022216796875	-1.38092041015625
-0.02813720703125	-1.38397216796875
-0.0282440185546875	-1.3861083984375
-0.0286651611328125	-1.38824462890625
-0.0289947509765625	-1.39129638671875
-0.0293121337890625	-1.39373779296875
-0.0293731689453125	-1.396484375
-0.0298126220703125	-1.3983154296875
-0.03006591796875	-1.4007568359375
